movie_id,title,revenue,tagline,average_vote,popularity,release_date
153518,The Angry Birds Movie,349779543,Why so angry?,5.9,45.720894,2016-05-11
8676,Fool's Gold,111231041,This February True Love Takes a Dive.,5.4,21.789615,2008-02-07
20829,Funny People,61458982,"George Simmons was prepared to die, but then a funny thing happened.",5.7,20.199057,2009-07-31
4349,The Kingdom,86658558,How do you stop an enemy who isn't afraid to die?,6.5,26.123705,2007-08-22
9718,Talladega Nights: The Ballad of Ricky Bobby,162966177,The story of a man who could only count to #1,6.2,12.599836,2006-08-04
10808,Dr. Dolittle 2,176104344,The doctor is in again.,4.9,13.543053,2001-06-22
197,Braveheart,210000000,Every man dies. Not every man truly lives.,7.7,60.722162,1995-05-24
25,Jarhead,96889998,Welcome to the suck.,6.6,32.227223,2005-11-04
35,The Simpsons Movie,527068851,See our family. And feel better about yours.,6.9,46.875375,2007-07-25
11086,The Majestic,37317558,Sometimes your life comes into focus one frame at a time.,6.6,11.215702,2001-12-21
10477,Driven,54744738,Get ready for the race of your life.,4.5,8.468586,2001-04-27
1997,Two Brothers,62172050,"Two infant tiger cubs, separated from their parents and each other.",6.9,8.884318,2004-04-07
6947,The Village,256697520,There is no turning back,6.2,27.491891,2004-07-30
3050,Doctor Dolittle,294456605,He doesn't just talk to the animals!,5.4,21.462935,1998-06-22
2675,Signs,408247917,It’s not like they didn’t warn us.,6.4,28.848187,2002-08-02
809,Shrek 2,919838758,Once upon another time...,6.7,47.320801,2004-05-19
920,Cars,461983149,Ahhh... it's got that new movie smell.,6.6,82.643036,2006-06-08
4806,Runaway Bride,309457509,Catch her if you can.,5.7,20.230535,1999-07-30
7451,xXx,277448382,A New Breed Of Secret Agent.,5.8,46.217769,2002-08-09
228165,The SpongeBob Movie: Sponge Out of Water,311594032,He's leaving his world behind.,5.8,36.952268,2015-02-05
3595,Ransom,309492681,Someone is going to pay.,6.4,16.411345,1996-11-08
16869,Inglourious Basterds,319131050,Once upon a time in Nazi occupied France...,7.9,72.595961,2009-08-18
879,Hook,300854823,What if Peter Pan grew up?,6.6,33.648404,1991-12-11
1573,Die Hard 2,240031094,Die Harder,6.6,57.69847,1990-07-02
9257,S.W.A.T.,116643346,You're either S.W.A.T. or you're not.,5.8,34.052253,2003-08-08
1903,Vanilla Sky,203388341,"Forget everything you know, and open your eyes.",6.5,27.299301,2001-12-10
9697,Lady in the Water,42285169,Time is running out for a happy ending.,5.3,20.219385,2006-07-21
395,AVP: Alien vs. Predator,171183863,Whoever wins... We lose,5.5,42.957216,2004-08-12
23398,Alvin and the Chipmunks: The Squeakquel,443140005,The Boys are back in town... and they have competition.,5.4,29.412262,2009-12-21
10590,We Were Soldiers,114660784,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,6.7,19.708731,2002-03-01
117263,Olympus Has Fallen,161025640,When our flag falls our nation will rise.,6.2,59.428223,2013-03-20
200,Star Trek: Insurrection,118000000,The battle for paradise has begun.,6.3,19.711951,1998-12-10
44943,Battle: Los Angeles,202466756,It's not war. It's survival.,5.5,49.199234,2011-03-08
587,Big Fish,122919055,An adventure as big as life itself.,7.6,46.199482,2003-12-25
10395,Wolf,0,The animal is out.,6.0,13.758526,1994-06-17
57212,War Horse,177584879,Separated by War. Tested by Battle. Bound by Friendship.,7.0,29.505574,2011-12-25
152760,The Monuments Men,154984035,It was the greatest art heist in history,5.8,43.873266,2014-01-24
2756,The Abyss,90000098,"There's everything you've ever known about adventure, and then there's The Abyss.",7.1,24.961625,1989-08-09
33909,Wall Street: Money Never Sleeps,134748021,Gordon never gives up.,5.8,23.25645,2010-09-02
49017,Dracula Untold,215529201,Every bloodline has a beginning,6.2,64.457947,2014-10-01
9882,The Siege,116672912,On November 6th our freedom is history,6.0,20.089933,1998-11-06
2270,Stardust,135560026,This Summer A Star Falls. The Chase Begins.,7.1,48.032734,2007-08-09
978,Seven Years in Tibet,131457682,At the end of the world his real journey began.,7.0,16.92991,1997-09-12
44564,The Dilemma,67112664,Two best friends. Nothing could come between them... or could it?,5.2,14.780634,2011-01-13
3132,Bad Company,65977295,Two Mismatched Partners. One Messed Up Case!,5.4,14.086292,2002-06-07
8814,Doom,55987321,No one gets out alive.,5.0,29.261348,2005-10-20
8427,I Spy,33561137,Attitude meets espionage.,5.2,13.267631,2002-10-31
52520,Underworld: Awakening,160112671,Vengeance Returns,6.1,58.401204,2012-01-19
80585,Rock of Ages,59418613,Nothin' but a good time,6.0,23.515938,2012-06-13
10592,Hart's War,32287044,"Beyond Courage, Beyond Honor.",5.9,14.244518,2002-02-15
49021,Killer Elite,57777106,May the best man live.,6.1,29.501489,2011-09-23
11535,Rollerball,0,Go Ballistic,3.4,9.306253,2002-02-08
10550,Ballistic: Ecks vs. Sever,19924033,*No Tag Line*,4.3,8.37378,2002-09-20
11258,Hard Rain,19870567,"In the worst storm in living memory, one guard stands between five men and three million dollars.",5.5,10.930537,1998-01-16
12610,Osmosis Jones,13596911,Every BODY needs a hero,5.9,10.54544,2001-08-07
59981,Legends of Oz: Dorothy's Return,18662027,There's trouble in OZ...,5.9,6.682006,2013-06-13
201088,Blackhat,17752940,We are no longer in control.,5.1,46.832372,2015-01-13
5137,Sky Captain and the World of Tomorrow,57958696,Who will save us?,5.7,24.664776,2004-09-17
3093,Basic Instinct 2,38629478,Everything interesting begins in the mind,4.6,13.483387,2006-03-29
107846,Escape Plan,122915111,No one breaks out alone.,6.7,44.478043,2013-10-09
188207,The Legend of Hercules,61279452,Every Man Has a Destiny,4.4,25.020428,2014-01-10
4614,The Sum of All Fears,193000000,"27,000 nuclear weapons. One is missing.",5.9,22.392544,2002-05-31
24021,The Twilight Saga: Eclipse,698491347,It all begins ... With a choice.,5.8,107.069763,2010-06-23
11371,The Score,71069884,There are no partners in crime,6.7,22.572323,2001-07-13
20352,Despicable Me,543513985,Superbad. Superdad.,7.1,113.858273,2010-07-08
11517,Money Train,35431113,"Get on, or GET OUT THE WAY!",5.4,10.004564,1995-11-21
214756,Ted 2,217022588,"Ted is Coming, Again.",6.2,68.734513,2015-06-25
26428,Agora,39041505,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",6.9,18.888806,2009-05-17
9824,Mystery Men,29762011,"We're not your classic heroes, we're the other guys.",5.7,12.948627,1999-08-06
48988,Hall Pass,83160734,"One Week, No Rules",5.4,27.11589,2011-02-25
9008,The Insider,60289912,Two men driven to tell the truth... whatever the cost.,7.3,26.153669,1999-10-28
300673,The Finest Hours,52099090,"32 survivors, room for 12.",6.3,28.223664,2016-01-25
12113,Body of Lies,113280098,Trust no one. Deceive everyone.,6.5,37.507136,2008-10-10
38778,Dinner for Schmucks,86387857,Takes One To Know One.,5.5,11.023691,2010-07-30
72331,Abraham Lincoln: Vampire Hunter,112265139,Are you a patriot or a vampire?,5.5,38.634767,2012-06-20
1844,Entrapment,212404396,The trap is set.,6.0,25.877794,1999-04-29
846,The X Files,189198313,Fight the Future,6.6,18.59991,1998-06-19
9703,The Last Legion,25303038,The end of an empire...the beginning of a legend.,5.0,12.282911,2007-04-19
857,Saving Private Ryan,481840909,The mission is a man.,7.9,76.041867,1998-07-24
136797,Need for Speed,203277636,For honor. For love. For redemption.,6.1,54.81489,2014-03-13
3981,What Women Want,374111707,He has the power to hear everything women are thinking. Finally... a man is listening.,6.1,31.39165,2000-12-15
425,Ice Age,383257136,They came. They thawed. They conquered.,7.1,99.561972,2002-03-10
6171,Dreamcatcher,75715436,A circle of friendship. A web of mystery. A pattern of fear.,5.3,26.792794,2003-03-21
72976,Lincoln,275293450,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",6.7,36.307296,2012-11-09
603,The Matrix,463517383,Welcome to the Real World.,7.9,104.309993,1999-03-30
568,Apollo 13,355237933,"Houston, we have a problem.",7.3,68.140214,1995-06-30
9021,The Santa Clause 2,172855065,What's Christmas Fun without some Reindeer Games?,5.5,14.646884,2002-10-31
82695,Les Misérables,441809770,Fight. Dream. Hope. Love.,7.1,48.356214,2012-12-18
9489,You've Got Mail,250821495,Someone you pass on the street may already be the love of your life.,6.3,28.540267,1998-12-17
12133,Step Brothers,128107642,They grow up so fast.,6.5,22.977983,2008-07-25
9342,The Mask of Zorro,250288523,No one has seen his face... but everyone ... knows this mark.,6.3,31.086791,1998-07-16
41733,Due Date,211780824,Leave Your Comfort Zone,6.2,43.865294,2010-11-04
227306,Unbroken,163442937,Survival. Resilience. Redemption.,7.3,43.055253,2014-12-25
5551,Space Cowboys,128884132,Space will never be the same.,6.3,15.772081,2000-07-31
9350,Cliffhanger,255000211,The height of adventure.,6.1,26.19909,1993-05-28
9208,Broken Arrow,150270147,Prepare to Go Ballistic.,5.7,22.769108,1996-02-09
4244,The Kid,69700000,Nobody ever grows up quite like they imagined.,6.0,18.281798,2000-07-07
1852,World Trade Center,162945894,The world saw evil that day. Two men saw something else.,5.9,24.697533,2006-08-09
11820,Mona Lisa Smile,0,"In a world that told them how to think, she showed them how to live.",6.5,19.718544,2003-12-19
76493,The Dictator,179379533,kurd,5.9,31.349143,2012-05-15
345,Eyes Wide Shut,162091208,Cruise. Kidman. Kubrick.,7.1,27.870312,1999-07-14
196867,Annie,133821816,It's a Hard Knock Life,6.0,33.439187,2014-12-19
256591,Focus,153962963,Never Drop The Con.,6.7,59.634029,2015-02-25
59962,This Means War,156974557,It's SPY Against SPY,5.9,38.994297,2012-02-14
36648,Blade: Trinity,128905366,The final hunt begins.,5.7,49.660055,2004-12-08
1880,Red Dawn,38376497,*No Tag Line*,6.4,11.743085,1984-08-10
9440,Primary Colors,0,What went down on the way to the top.,6.1,9.110247,1998-03-20
71679,Resident Evil: Retribution,240159255,The Ultimate Battle Begins,5.6,6.227675,2012-09-12
10483,Death Race,73762516,Get ready for a killer race.,6.0,42.57877,2008-08-22
11412,The Long Kiss Goodnight,89456761,What's forgotten is not always gone.,6.5,15.858629,1996-10-11
11983,Proof of Life,0,*No Tag Line*,6.0,14.866901,2000-12-08
6795,Zathura: A Space Adventure,64321501,Adventure Is Waiting,6.1,15.194239,2005-11-06
550,Fight Club,100853753,Mischief. Mayhem. Soap.,8.3,146.757391,1999-10-15
11170,We Are Marshall,43545364,From the ashes we rose.,6.7,8.629665,2006-12-12
9292,Hudson Hawk,17218080,Danger is his middle name.,5.4,16.803457,1991-05-23
10783,Lucky Numbers,0,When they put their heads together... it's a no brainer.,4.9,2.952595,2000-10-27
100241,"I, Frankenstein",71154592,"In the battle between good and evil, an immortal holds the key",5.0,31.324734,2014-01-22
257,Oliver Twist,42093706,*No Tag Line*,6.7,20.415572,2005-09-23
9947,Elektra,56681566,Looks can kill,4.8,28.613892,2005-01-13
189,Sin City: A Dame to Kill For,39407616,There is no justice without sin.,6.3,85.428395,2014-08-20
12618,Random Hearts,74608570,In a perfect world...they never would have met.,5.3,4.137237,1999-10-08
253412,Everest,203427584,The Storm Awaits.,6.7,60.246978,2015-09-10
1427,Perfume: The Story of a Murderer,132180323,Based on the best-selling novel,7.1,42.551902,2006-09-13
818,Austin Powers in Goldmember,296655431,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,5.9,40.137264,2002-07-26
16577,Astro Boy,44091067,Have a blast.,6.1,24.857079,2009-10-15
329,Jurassic Park,920100000,An adventure 65 million years in the making.,7.6,40.413191,1993-06-11
12160,Wyatt Earp,25052000,The epic story of love and adventure in a lawless land.,6.5,13.859307,1994-06-24
9331,Clear and Present Danger,215887717,The war of drugs would lead him to the war of power.,6.4,18.832471,1994-08-03
9072,Little Man,101595121,Big things come in small packages,5.3,12.421504,2006-08-31
3536,U-571,127666415,Heroes are ordinary men who do extraordinary things in extraordinary times.,6.1,18.096884,2000-04-20
9087,The American President,107879496,Why can't the most powerful man in the world have the one thing he wants most?,6.5,11.056763,1995-11-17
12177,The Love Guru,41819064,His Karma is Huge,4.3,13.218008,2008-06-20
12138,3000 Miles to Graceland,18720175,Crime Is King.,5.8,11.262655,2001-02-23
273248,The Hateful Eight,155760117,No one comes up here without a damn good reason.,7.6,68.717016,2015-12-25
9955,Blades of Glory,0,Kick Some Ice.,5.9,19.412028,2007-03-30
50359,Hop,183953723,"Candy, chicks and rock 'n' roll.",5.5,16.791058,2011-03-30
1271,300,422610419,"Spartans, prepare for glory!",7.0,65.197968,2006-12-09
693,Meet the Fockers,516642939,Misery loves family.,6.1,32.829538,2004-12-22
14306,Marley & Me,244082376,Heel the love.,6.9,30.951203,2008-12-25
497,The Green Mile,284600000,Miracles do happen.,8.2,103.698022,1999-12-10
11199,Wild Hogs,253625427,A lot can happen on the road to nowhere.,5.6,31.719463,2007-03-02
9982,Chicken Little,314432665,"When it comes to saving the world, it helps to be a little chicken.",5.6,47.973995,2005-11-04
210577,Gone Girl,369330363,You don't know what you've got 'til it's...,7.9,143.041543,2014-10-01
2501,The Bourne Identity,214034224,He was the perfect weapon until he became the target.,7.3,86.476817,2002-06-14
710,GoldenEye,352194034,No limits. No fears. No substitutes.,6.6,59.824565,1995-11-16
2275,The General's Daughter,149705852,Go behind the lies.,6.1,18.345613,1999-06-18
37165,The Truman Show,264118201,On the air. Unaware.,7.8,56.488027,1998-06-04
9837,The Prince of Egypt,218613188,The Power Is Real.,6.8,29.464852,1998-12-15
10708,Daddy Day Care,164433867,Who's your daddy?,5.6,18.106021,2003-05-03
136400,2 Guns,131940411,"2 Guns, 1 Bank.",6.6,42.881415,2013-08-02
10992,Cats & Dogs,93375151,Things Are Gonna Get Hairy!,5.0,18.735024,2001-07-04
9654,The Italian Job,176070171,Get in. Get out. Get even.,6.6,62.766854,2003-05-30
2642,Two Weeks Notice,93354918,Over. Done. Finished. A comedy about love at last glance.,5.9,24.153567,2002-12-19
8916,Antz,171757863,Every ant has his day.,6.0,41.515702,1998-10-02
19899,Couples Retreat,171844840,It may be paradise... but it's no vacation.,5.3,26.676487,2009-09-19
2119,Days of Thunder,157920733,You can't stop the thunder.,5.9,16.278022,1990-06-27
9641,Cheaper by the Dozen 2,129181830,Same Big Family... Even Bigger Adventure.,5.7,18.831023,2005-12-21
294254,Maze Runner: The Scorch Trials,311256926,The Maze Was Just the Beginning.,6.4,113.161483,2015-09-09
38167,Eat Pray Love,204594016,Let Yourself GO,5.8,28.800112,2010-08-12
5994,The Family Man,0,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?",6.5,19.705489,2000-12-12
39514,RED,71664962,Still armed. Still dangerous. Still got it.,6.6,41.430245,2010-10-13
9563,Any Given Sunday,100230832,Play or be Played.,6.8,23.127561,1999-12-16
547,The Horse Whisperer,186883563,*No Tag Line*,6.7,12.867352,1998-05-14
1538,Collateral,217764291,It started like any other night.,7.0,44.815022,2004-08-04
9334,The Scorpion King,165333180,Warrior. Legend. King.,5.3,37.537093,2002-04-16
11128,Ladder 49,74541707,Their greatest challenge lies in rescuing one of their own,6.2,10.99991,2004-10-01
75780,Jack Reacher,218340595,The Law Has Limits. He Does Not.,6.3,56.868399,2012-12-20
8914,Deep Blue Sea,73648228,Bigger. Smarter. Faster. Meaner.,5.6,22.991269,1999-07-28
13576,This Is It,0,Like You've Never Seen Him Before,6.7,15.798622,2009-10-28
39538,Contagion,137551594,Nothing spreads like fear,6.2,38.820858,2011-09-08
10628,Kangaroo Jack,0,He stole the money... And he's not giving it back.,4.3,10.292864,2003-01-17
14836,Coraline,124596398,Be careful what you wish for.,7.3,51.146047,2009-02-05
8645,The Happening,163403799,We've Sensed It. We've Seen The Signs. Now... It's Happening.,4.9,20.501582,2008-06-11
9509,Man on Fire,130293714,"Creasy's art is death, and he is about to paint his masterpiece.",7.3,45.299089,2004-04-23
10067,The Shaggy Dog,61112916,It's going to be a ruff day.,4.5,4.280619,2006-03-09
9384,Starsky & Hutch,170268750,They're the man.,5.6,28.848842,2004-03-05
9279,Jingle All the Way,129832389,"Two Dads, One Toy, No Prisoners.",5.5,22.501041,1996-11-15
1487,Hellboy,99318987,From the Dark Side to Our Side.,6.5,47.479755,2004-04-02
9422,A Civil Action,56702901,Justice has its price.,6.1,10.147321,1998-03-05
77174,ParaNorman,107139399,It's all fun and games until someone raises the dead.,6.7,39.539045,2012-08-03
4824,The Jackal,159330280,How do you stop an assassin who has no identity?,6.1,19.747459,1997-11-14
9620,Paycheck,96269812,Remember the future.,5.9,29.018826,2003-12-25
9302,Up Close & Personal,0,"Every Day we Have, is One More Than We Deserve.",5.9,4.801849,1996-03-01
10199,The Tale of Despereaux,50877145,Small Mouse. Big Dreams,5.8,16.493576,2008-12-19
10771,The Tuxedo,0,Suit up for action!,5.3,21.549232,2002-09-27
3512,Under Siege 2: Dark Territory,104324083,Last time he rocked the boat. This time the sky's the limit.,5.6,13.080725,1995-07-13
137094,Jack Ryan: Shadow Recruit,50549107,Trust no one.,5.9,42.538258,2014-01-15
274479,Joy,101134059,*No Tag Line*,6.4,29.876507,2015-12-24
267860,London Has Fallen,205754447,The world's leaders have assembled. So have their enemies.,5.8,61.849521,2016-03-02
8078,Alien: Resurrection,162000000,It's already too late.,5.9,37.44963,1997-11-12
7485,Shooter,95696996,Yesterday was about honor. Today is about justice.,6.9,37.378081,2007-03-22
170687,The Boxtrolls,108255770,When troubles strikes friends stack together,6.6,30.656345,2014-09-10
6435,Practical Magic,46683377,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",6.3,15.142701,1998-10-16
137106,The Lego Movie,469160692,The story of a nobody who saved everybody.,7.5,59.547928,2014-02-06
10040,Miss Congeniality 2: Armed and Fabulous,0,You might feel a little prick,5.3,19.998581,2005-03-11
6278,Reign of Fire,43061982,Fight Fire With Fire,6.0,27.615108,2002-07-12
82682,Gangster Squad,105200903,No Names. No Badges. No Mercy.,6.2,29.041198,2013-01-10
17610,Year One,62357900,Meet your ancestors,4.6,25.293538,2009-06-18
22954,Invictus,122233971,His people needed a leader. He gave them a champion.,7.0,23.85119,2009-12-10
16995,State of Play,87784194,Find The Truth,6.7,21.685719,2009-04-17
16558,Duplicity,60000000,Outwit. Outspy. Outsmart. Outplay. Then get out.,5.7,13.630049,2009-03-19
9849,My Favorite Martian,36850101,The martian has landed. There goes the neighborhood.,5.1,6.80692,1999-02-11
5820,The Sentinel,77920346,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",5.8,15.352807,2006-04-19
16866,Planet 51,104945765,Something strange is coming to their planet...Us!,5.6,23.661071,2009-11-19
201,Star Trek: Nemesis,67312826,A generation's final journey... begins.,6.1,21.605533,2002-12-13
11775,Intolerable Cruelty,119940815,They can't keep their hands off each others assets.,5.8,22.620125,2003-09-02
87825,Trouble with the Curve,0,Whatever Life Throws at You,6.6,18.587114,2012-09-21
12201,Edge of Darkness,74901339,Some secrets take us to the edge.,6.2,24.657931,2010-01-29
11015,The Relic,33956608,The Next Evolution In Terror.,5.8,12.621769,1997-01-10
9932,Analyze That,55003135,Back in therapy,5.7,21.08952,2002-12-06
13389,Righteous Kill,73174566,Most people respect the badge. Everybody respects the gun.,5.9,18.380176,2008-09-11
8838,Mercury Rising,0,Someone knows too much.,6.0,18.877795,1998-04-03
17332,The Soloist,31720158,Life has a mind of its own,6.6,17.299333,2009-04-24
4958,The Legend of Bagger Vance,39459427,It Was Just A Moment Ago.,6.3,16.848899,2000-11-02
786,Almost Famous,47383689,Experience it. Enjoy it. Just don't fall for it.,7.4,21.547446,2000-09-15
9513,Garfield: A Tail of Two Kitties,141702264,The Ego has landed.,5.1,16.930969,2006-06-15
11679,xXx: State of the Union,71073932,Prepare for the next level,4.7,36.689223,2005-04-27
38321,Priest,78309131,Vampire Killer,5.4,28.350927,2011-05-05
14411,Sinbad: Legend of the Seven Seas,26288320,*No Tag Line*,6.6,18.815442,2003-07-02
8413,Event Horizon,26673242,Infinite Space - Infinite Terror,6.5,29.787135,1997-08-15
10052,Dragonfly,52322400,When someone you love dies... are they gone forever?,6.1,8.927137,2002-02-22
9676,The Black Dahlia,49111202,Inspired by the most notorious unsolved murder in California history.,5.7,15.213484,2006-09-15
9664,Flyboys,17800000,Inspired by a true story,6.3,13.155999,2006-09-22
2100,The Last Castle,27642707,A Castle Can Only Have One King,7.0,15.433244,2001-10-19
10384,Supernova,14828081,"In the farthest reaches of space, something has gone terribly wrong.",4.9,5.762037,2000-01-14
137321,Winter's Tale,30800231,This is not a true story. This is true love.,6.0,22.736038,2014-02-13
123553,The Mortal Instruments: City of Bones,90565421,You have been chosen,6.2,45.514031,2013-08-21
11260,Meet Dave,50650079,There's a Whole Other World Going on Inside of Him.,5.0,18.676291,2008-07-08
9009,Dark Water,25473093,"This Season, The Mystery Of The Darkness Will Consume Your Life",5.3,14.376463,2005-06-27
11374,Edtv,0,Fame. Be careful. It's out there.,5.7,14.298297,1999-03-26
2309,Inkheart,57490374,Every story ever written is just waiting to become real.,6.0,27.018886,2008-12-11
8285,The Spirit,39031337,I'm gonna kill you all kinds of dead.,4.7,14.84856,2008-12-25
210860,Mortdecai,30418560,Sophistication Has a Name.,5.4,52.417529,2015-01-21
2312,In the Name of the King: A Dungeon Siege Tale,0,Rise and fight,4.1,15.406173,2007-11-29
9839,Beyond Borders,0,Where hope survives.,6.7,6.523472,2003-10-23
13922,The Great Raid,10166502,The most daring rescue mission of our time is a story that has never been told,6.8,8.923215,2005-08-12
293660,Deadpool,783112979,Witness the beginning of a happy ending,7.4,514.569956,2016-02-09
9713,Holy Man,0,The Comedy Where Nothing's Sacred!,4.9,9.265672,1998-10-08
190859,American Sniper,542307423,The most lethal sniper in U.S. history.,7.4,87.53437,2014-12-11
257445,Goosebumps,158162788,The stories are alive.,6.2,45.351617,2015-08-05
9007,Just Like Heaven,102854431,It's a wonderful afterlife.,6.5,13.43573,2005-09-16
889,The Flintstones in Viva Rock Vegas,59468275,Get ready to rock!,4.4,6.248309,2000-04-28
1370,Rambo III,189015611,The first was for himself. The second for his country. This time it's to save his friend.,5.7,31.294717,1988-05-24
4942,Leatherheads,41299492,"If Love Is a Game, Who'll Make the First Pass?",5.7,7.739276,2008-03-24
347969,The Ridiculous 6,0,*No Tag Line*,4.9,19.694695,2015-12-11
24438,Did You Hear About the Morgans?,85280250,We're not in Manhattan anymore.,5.1,14.403696,2009-12-17
116741,The Internship,44000000,Hiring them was a brilliant mistake.,6.1,1.551497,2013-06-07
35791,Resident Evil: Afterlife,300228084,She's back...And she's bringing a few of her friends.,5.8,2.143764,2010-09-09
72431,Red Tails,50365377,High-Octane Action and Daring Dogfights!,5.9,12.29603,2012-01-19
1813,The Devil's Advocate,152944660,Evil has its winning ways.,7.2,33.8473,1997-10-17
87428,That's My Boy,58058367,The story of a child… and his son.,5.5,21.723897,2012-06-14
8840,DragonHeart,115267375,You will believe.,6.4,31.791979,1996-05-31
10589,After the Sunset,61347797,Who will walk away?,6.0,14.113066,2004-11-12
71676,Ghost Rider: Spirit of Vengeance,149217355,He Rides Again.,4.7,48.622278,2011-12-10
1722,Captain Corelli's Mandolin,62112895,*No Tag Line*,5.5,9.061866,2001-08-17
10022,The Pacifier,113006880,Welcome to the infantry.,5.8,35.4763,2005-03-04
11358,Walking Tall,57223890,One man will stand up for what's right.,6.0,23.438398,2004-04-02
13,Forrest Gump,677945399,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",8.2,138.133331,1994-07-06
6477,Alvin and the Chipmunks,361366633,Get your squeak on!,5.5,47.336034,2007-12-13
1597,Meet the Parents,330444045,First comes love. Then comes the interrogation.,6.6,29.97224,2000-10-06
10530,Pocahontas,346079773,An American legend comes to life.,6.7,47.845589,1995-06-14
1924,Superman,300218018,You'll Believe a Man Can Fly!,6.9,48.507081,1978-12-13
9327,The Nutty Professor,128769345,"Inside Sherman Klump, a party animal is about to break out.",5.4,20.28119,1996-06-26
8488,Hitch,368100420,The cure for the common man.,6.4,34.576913,2005-02-10
10603,George of the Jungle,0,Watch out!,5.4,22.573237,1997-07-15
8273,American Wedding,231449203,Forever hold your piece.,6.0,36.194802,2003-08-01
109424,Captain Phillips,95000000,Out here survival is everything.,7.6,52.786917,2013-10-10
35056,Date Night,152263880,One ordinary couple. One little white lie.,5.9,38.06168,2010-04-08
8839,Casper,287928194,Get an afterlife,6.0,19.830132,1995-05-26
156022,The Equalizer,192330738,What do you see when you look at me?,7.1,79.922059,2014-09-24
7303,Maid in Manhattan,154906693,*No Tag Line*,5.6,19.738215,2002-12-13
8963,Crimson Tide,157387195,Danger runs deep.,7.0,20.334629,1995-05-12
1402,The Pursuit of Happyness,307077295,*No Tag Line*,7.7,80.581367,2006-12-14
9315,Flightplan,223387299,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,6.1,32.05145,2005-09-22
8984,Disclosure,214015089,Sex Is Power.,5.9,15.064058,1994-12-09
795,City of Angels,198685114,She didn't believe in angels until she fell in love with one.,6.4,21.272734,1998-04-10
24,Kill Bill: Vol. 1,180949000,Go for the kill.,7.7,79.754966,2003-10-10
11353,Bowfinger,0,The con is on.,6.0,13.191829,1999-08-12
393,Kill Bill: Vol. 2,152159461,The bride is back for the final cut.,7.6,50.622607,2004-04-16
9618,Tango & Cash,63408614,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,6.1,22.787667,1989-12-22
9374,Death Becomes Her,149022650,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,6.3,29.498304,1992-07-30
8584,Shanghai Noon,56932305,The old west meets the far east.,6.2,25.400935,2000-05-26
2320,Executive Decision,121969216,Fasten your seat belts,5.8,17.231675,1996-03-15
58224,Mr. Popper's Penguins,187361754,*No Tag Line*,5.7,32.835777,2011-06-17
1729,The Forbidden Kingdom,127906624,The battle for eternity is the fantasy of a lifetime.,6.3,17.097041,2008-04-18
175574,Free Birds,110000000,Hang On To Your Nuggets,5.7,14.414937,2013-10-30
8077,Alien³,159773545,The bitch is back.,6.2,45.856409,1992-05-22
8818,Evita,141047179,The Most Anticipated Motion Picture Event of The Year,5.9,7.027139,1996-12-14
8195,Ronin,41610884,Your ally could become your enemy.,6.7,32.657488,1998-09-25
10586,The Ghost and the Darkness,75000000,Prey For The Hunters,6.4,12.46525,1996-10-11
116149,Paddington,259207227,The Adventure Begins,7.0,39.882276,2014-11-27
80035,The Watch,68267862,Got Protection?,5.3,39.395881,2012-07-26
10632,The Hunted,34234008,Some men should not be found.,6.0,8.634954,2003-03-11
12117,Instinct,0,*No Tag Line*,6.2,7.386394,1999-06-04
1792,Stuck on You,33828318,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",5.1,8.802525,2003-12-10
13260,Semi-Pro,33472850,Putting the funk into the dunk.,5.4,10.449975,2008-02-28
72197,The Pirates! In an Adventure with Scientists!,118338361,It's A Plunderful Life,6.4,23.700759,2012-03-12
3580,Changeling,113020255,"To find her son, she did what no one else dared.",7.3,27.50916,2008-01-30
12123,Chain Reaction,60209334,Reaction Time 8-4-96,5.3,20.58862,1996-08-02
9566,The Fan,18626419,All fans have a favorite player.  This one has a favorite target.,5.7,4.366488,1996-08-15
9833,The Phantom of the Opera,154648887,The classic musical comes to the big screen for the first time.,7.0,18.927463,2004-12-08
4517,Elizabeth: The Golden Age,74237563,Woman. Warrior. Queen.,6.6,15.274137,2007-09-09
8202,Æon Flux,52304001,The Perfect World Meets The Perfect Assassin,5.4,29.954302,2005-11-30
16072,Gods and Generals,12923936,The nations heart was touched by...,6.1,4.362535,2003-02-21
34314,Turbulence,11466088,"If you weren't afraid of flying before, you will be now.",5.2,4.700024,1997-01-09
19724,Imagine That,0,What if your daughter's imagination... Was the secret to your success?,5.7,12.340384,2009-06-19
145220,Muppets Most Wanted,80383290,Taking the world by farce,6.2,14.808304,2014-03-20
14623,Thunderbirds,28283637,*No Tag Line*,4.2,9.27875,2004-07-23
42297,Burlesque,89519773,It takes a legend... to make a star,6.9,22.863516,2010-11-23
